country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Bangladesh,BGD,2/8/2021,,,,,13205,,,,80,Oxford/AstraZeneca
Belgium,BEL,2/8/2021,457072,342660,114412,8761,17922,3.94,2.96,0.99,1546,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,2/8/2021,,,,,515,,,,8270,Pfizer/BioNTech
Bolivia,BOL,2/8/2021,,,,,1017,,,,87,Sputnik V
Brazil,BRA,2/8/2021,3605538,3579850,25688,51857,211604,1.7,1.68,0.01,996,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,2/8/2021,58888,41407,17481,1850,2322,0.85,0.6,0.25,334,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,2/8/2021,1096929,,,,17463,2.91,,,463,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,2/8/2021,,,,,415,,,,6315,Pfizer/BioNTech
Chile,CHL,2/8/2021,859852,835157,24695,230683,113221,4.5,4.37,0.13,5923,"Pfizer/BioNTech, Sinovac"
China,CHN,2/8/2021,,,,,1795238,,,,1247,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,2/8/2021,75113,46750,28363,,2487,1.47,0.92,0.56,488,Pfizer/BioNTech
Croatia,HRV,2/8/2021,,,,,2420,,,,589,Pfizer/BioNTech
Cyprus,CYP,2/8/2021,,,,,2257,,,,2577,Pfizer/BioNTech
Czechia,CZE,2/8/2021,370512,263644,106868,14780,11887,3.46,2.46,1,1110,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,2/8/2021,347786,199846,147940,9596,9002,6,3.45,2.55,1554,"Moderna, Pfizer/BioNTech"
England,,2/8/2021,11245053,10771998,473055,253688,345669,19.98,19.14,0.84,6141,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,2/8/2021,53481,35917,17564,57,2127,4.03,2.71,1.32,1603,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Faeroe Islands,FRO,2/8/2021,4783,4098,685,,77,9.79,8.39,1.4,1576,Pfizer/BioNTech
Finland,FIN,2/8/2021,220636,170641,49995,520,8125,3.98,3.08,0.9,1466,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,2/8/2021,2216826,1922706,294120,96608,86822,3.27,2.83,0.43,1280,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,2/8/2021,3415411,2357101,1058310,97871,112020,4.08,2.81,1.26,1337,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,2/8/2021,20044,13904,6140,972,821,59.49,41.27,18.22,24369,Pfizer/BioNTech
Greece,GRC,2/8/2021,417565,332812,84753,,17678,4.01,3.19,0.81,1696,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,2/8/2021,401791,291396,110395,5157,12876,4.16,3.02,1.14,1333,Pfizer/BioNTech
Iceland,ISL,2/8/2021,17657,12801,4856,,159,5.17,3.75,1.42,466,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,2/8/2021,6259008,,,446646,329836,0.45,,,239,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,2/8/2021,985855,814585,171270,62406,58702,0.36,0.3,0.06,215,Sinovac
Iran,IRN,2/8/2021,0,0,,,,0,0,,,Sputnik V
Ireland,IRL,2/8/2021,243353,154900,88453,2866,5337,4.93,3.14,1.79,1081,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,IMN,2/8/2021,11654,9466,2188,407,530,13.71,11.13,2.57,6233,"Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,2/8/2021,5746495,3554175,2192320,122691,97502,66.39,41.06,25.33,11265,"Moderna, Pfizer/BioNTech"
Italy,ITA,2/8/2021,2649601,1458884,1190717,64678,81464,4.38,2.41,1.97,1347,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2/8/2021,32661,18072,14589,411,1100,1.73,0.96,0.77,583,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Liechtenstein,LIE,2/8/2021,,,,,26,,,,682,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,2/8/2021,127802,79080,48722,2621,4414,4.69,2.9,1.79,1621,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,2/8/2021,18139,14089,4050,511,700,2.9,2.25,0.65,1118,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Maldives,MDV,2/8/2021,12934,,,3182,2009,2.39,,,3717,Oxford/AstraZeneca
Malta,MLT,2/8/2021,41285,30235,11050,2028,1755,9.35,6.85,2.5,3975,Pfizer/BioNTech
Mexico,MEX,2/8/2021,717820,638391,79429,4303,6088,0.56,0.5,0.06,47,Pfizer/BioNTech
Morocco,MAR,2/8/2021,550149,,,,50010,1.49,,,1355,"Oxford/AstraZeneca, Sinopharm/Beijing"
Netherlands,NLD,2/8/2021,414858,,,660,23829,2.42,,,1391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,2/8/2021,345195,317606,27589,14254,12412,18.23,16.77,1.46,6554,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,2/8/2021,223153,175982,47171,1042,13486,4.12,3.25,0.87,2488,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,2/8/2021,39146,26874,12272,,175,0.77,0.53,0.24,34,"Oxford/AstraZeneca, Pfizer/BioNTech"
Pakistan,PAK,2/8/2021,,,,,3404,,,,15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Panama,PAN,2/8/2021,12441,,,0,270,0.29,,,63,Pfizer/BioNTech
Poland,POL,2/8/2021,,,,,69071,,,,1825,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,2/8/2021,395904,291378,104526,1816,8191,3.88,2.86,1.03,803,"Moderna, Pfizer/BioNTech"
Romania,ROU,2/8/2021,891348,661062,230286,35026,24309,4.63,3.44,1.2,1264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,2/8/2021,,,,,103571,,,,710,Sputnik V
Saudi Arabia,SAU,2/8/2021,,,,,409,,,,12,Pfizer/BioNTech
Scotland,,2/8/2021,940379,928122,12257,62866,45894,17.21,16.99,0.22,8400,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,2/8/2021,,,,,14258,,,,2095,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,2/8/2021,41694,37714,3980,,945,42.4,38.35,4.05,9610,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,2/8/2021,,,,,9889,,,,1690,Pfizer/BioNTech
Slovakia,SVK,2/8/2021,228236,193204,35032,11231,9660,4.18,3.54,0.64,1769,Pfizer/BioNTech
Slovenia,SVN,2/8/2021,98960,55233,43727,400,2823,4.76,2.66,2.1,1358,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,2/8/2021,2167241,1328459,838782,62208,70598,4.64,2.84,1.79,1510,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sri Lanka,LKA,2/8/2021,167762,,,5989,10316,0.78,,,482,Oxford/AstraZeneca
Sweden,SWE,2/8/2021,,,,,8198,,,,812,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,2/8/2021,,,,,14706,,,,1699,"Moderna, Pfizer/BioNTech"
Turkey,TUR,2/8/2021,2664203,,,53707,75415,3.16,,,894,Sinovac
Turks and Caicos Islands,TCA,2/8/2021,6433,6433,,,222,16.62,16.62,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,2/8/2021,4413649,,,99781,138982,44.63,,,14052,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,2/8/2021,13162878,12646486,516392,356291,431338,19.39,18.63,0.76,6354,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,2/8/2021,42417617,32340146,9518015,1206680,1456459,12.68,9.67,2.85,4355,"Moderna, Pfizer/BioNTech"
Wales,,2/8/2021,632251,628760,3491,25483,27364,20.05,19.94,0.11,8679,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,2/9/2021,1127,689,438,,82,0.04,0.02,0.02,28,Pfizer/BioNTech
Andorra,AND,2/9/2021,,,,,28,,,,362,Pfizer/BioNTech
Anguilla,AIA,2/9/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Argentina,ARG,2/9/2021,513178,322975,190203,1596,18139,1.14,0.71,0.42,401,Sputnik V
Austria,AUT,2/9/2021,311221,215592,78852,13026,9995,3.46,2.39,0.88,1110,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bahrain,BHR,2/9/2021,212940,212940,,11824,5552,12.51,12.51,,3263,"Pfizer/BioNTech, Sinopharm/Beijing"
Bangladesh,BGD,2/9/2021,179318,179318,,,23351,0.11,0.11,,142,Oxford/AstraZeneca
Belgium,BEL,2/9/2021,480949,349723,131226,23877,18201,4.15,3.02,1.13,1570,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,2/9/2021,10000,8400,1600,,472,16.06,13.49,2.57,7580,Pfizer/BioNTech
Bolivia,BOL,2/9/2021,,,,,989,,,,85,Sputnik V
Brazil,BRA,2/9/2021,3820207,3786591,33616,214669,218237,1.8,1.78,0.02,1027,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,2/9/2021,62428,44482,17946,3540,2359,0.9,0.64,0.26,340,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Cambodia,KHM,2/9/2021,0,0,,,,0,0,,,Sinopharm/Beijing
Canada,CAN,2/9/2021,1119294,,,22365,19046,2.97,,,505,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,2/9/2021,13609,8839,4770,,450,20.71,13.45,7.26,6847,Pfizer/BioNTech
Chile,CHL,2/9/2021,1117957,1074235,43722,258105,148228,5.85,5.62,0.23,7754,"Pfizer/BioNTech, Sinovac"
China,CHN,2/9/2021,40520000,,,,1674286,2.82,,,1163,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Croatia,HRV,2/9/2021,102207,61241,41966,,2326,2.49,1.49,1.02,567,Pfizer/BioNTech
Cyprus,CYP,2/9/2021,,,,,2644,,,,3019,Pfizer/BioNTech
Czechia,CZE,2/9/2021,386830,268367,118463,16318,12219,3.61,2.51,1.11,1141,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,2/9/2021,356188,203388,152800,8402,9475,6.15,3.51,2.64,1636,"Moderna, Pfizer/BioNTech"
England,,2/9/2021,11558880,11083652,475228,313827,347421,20.54,19.69,0.84,6172,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,2/9/2021,,,,,2236,,,,1686,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Faeroe Islands,FRO,2/9/2021,,,,,106,,,,2169,Pfizer/BioNTech
Finland,FIN,2/9/2021,227427,173558,53869,6791,9065,4.1,3.13,0.97,1636,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,2/9/2021,2356862,1990860,366002,140036,91354,3.47,2.93,0.54,1347,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,2/9/2021,3544876,2420684,1124192,129465,112644,4.23,2.89,1.34,1344,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,2/9/2021,21021,14302,6719,977,804,62.39,42.45,19.94,23864,Pfizer/BioNTech
Greece,GRC,2/9/2021,437872,345290,92582,20307,17463,4.2,3.31,0.89,1675,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,2/9/2021,406197,292627,113570,4406,11984,4.2,3.03,1.18,1241,Pfizer/BioNTech
Iceland,ISL,2/9/2021,,,,,200,,,,586,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,2/9/2021,6611561,,,352553,353235,0.48,,,256,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,2/9/2021,1066860,845407,221453,81005,59800,0.39,0.31,0.08,219,Sinovac
Iran,IRN,2/9/2021,3000,3000,,3000,3000,0,0,,36,Sputnik V
Ireland,IRL,2/9/2021,248284,158904,89380,4931,5157,5.03,3.22,1.81,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,IMN,2/9/2021,12026,9469,2557,372,532,14.14,11.14,3.01,6256,"Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,2/9/2021,5877136,3619117,2258019,130641,101835,67.9,41.81,26.09,11765,"Moderna, Pfizer/BioNTech"
Italy,ITA,2/9/2021,2713780,1492690,1221090,64179,78312,4.49,2.47,2.02,1295,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2/9/2021,32845,18213,14632,184,868,1.74,0.97,0.78,460,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Liechtenstein,LIE,2/9/2021,,,,,26,,,,682,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,2/9/2021,130565,80088,50477,2763,4259,4.8,2.94,1.85,1564,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,2/9/2021,18653,14227,4426,514,629,2.98,2.27,0.71,1005,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Maldives,MDV,2/9/2021,16251,,,3317,2196,3.01,,,4063,Oxford/AstraZeneca
Malta,MLT,2/9/2021,43337,31202,12135,2052,1869,9.81,7.07,2.75,4233,Pfizer/BioNTech
Mexico,MEX,2/9/2021,724347,640129,84218,6527,6687,0.56,0.5,0.07,52,Pfizer/BioNTech
Morocco,MAR,2/9/2021,615181,,,65032,51127,1.67,,,1385,"Oxford/AstraZeneca, Sinopharm/Beijing"
Netherlands,NLD,2/9/2021,434417,,,19559,22449,2.54,,,1310,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,2/9/2021,361430,333658,27772,16235,12801,19.09,17.62,1.47,6760,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,2/9/2021,231557,181288,50269,8404,13345,4.27,3.34,0.93,2462,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,2/9/2021,43293,31021,12272,4147,742,0.85,0.61,0.24,145,"Oxford/AstraZeneca, Pfizer/BioNTech"
Pakistan,PAK,2/9/2021,,,,,3404,,,,15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Panama,PAN,2/9/2021,12441,,,0,61,0.29,,,14,Pfizer/BioNTech
Peru,PER,2/9/2021,0,0,,,,0,0,,,Sinopharm/Beijing
Poland,POL,2/9/2021,1773715,1291569,482146,,61611,4.69,3.41,1.27,1628,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,2/9/2021,396371,291758,104613,467,7374,3.89,2.86,1.03,723,"Moderna, Pfizer/BioNTech"
Romania,ROU,2/9/2021,930155,666942,263213,38807,25918,4.84,3.47,1.37,1347,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,2/9/2021,,,,,103571,,,,710,Sputnik V
Saudi Arabia,SAU,2/9/2021,,,,,396,,,,11,Pfizer/BioNTech
Scotland,,2/9/2021,998435,985569,12866,58056,48631,18.28,18.04,0.24,8901,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,2/9/2021,,,,,16044,,,,2358,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,2/9/2021,44423,37723,6700,2729,1163,45.17,38.36,6.81,11826,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,2/9/2021,,,,,9375,,,,1602,Pfizer/BioNTech
Slovakia,SVK,2/9/2021,243117,200544,42573,14881,10035,4.45,3.67,0.78,1838,Pfizer/BioNTech
Slovenia,SVN,2/9/2021,99079,55321,43758,119,2682,4.77,2.66,2.1,1290,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,2/9/2021,2233249,1343566,889683,66008,66924,4.78,2.87,1.9,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sri Lanka,LKA,2/9/2021,174193,,,6431,7918,0.81,,,370,Oxford/AstraZeneca
Sweden,SWE,2/9/2021,384725,308622,76103,,8702,3.81,3.06,0.75,862,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,2/9/2021,,,,,15435,,,,1783,"Moderna, Pfizer/BioNTech"
Turkey,TUR,2/9/2021,2732709,,,68506,71925,3.24,,,853,Sinovac
United Arab Emirates,ARE,2/9/2021,4527144,,,113495,146357,45.77,,,14798,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,2/9/2021,13577851,13058298,519553,414973,436774,20,19.24,0.77,6434,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,2/9/2021,43206190,32867213,9840429,788573,1489333,12.92,9.83,2.94,4453,"Moderna, Pfizer/BioNTech"
Wales,,2/9/2021,659106,655419,3687,26855,27921,20.9,20.79,0.12,8856,"Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,AND,2/10/2021,1291,1291,,,28,1.67,1.67,,362,Pfizer/BioNTech
Anguilla,AIA,2/10/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Argentina,ARG,2/10/2021,535303,337772,197531,22125,19820,1.18,0.75,0.44,439,Sputnik V
Austria,AUT,2/10/2021,329881,219286,90983,18660,11025,3.66,2.43,1.01,1224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bahrain,BHR,2/10/2021,219595,219595,,6655,6357,12.91,12.91,,3736,"Pfizer/BioNTech, Sinopharm/Beijing"
Bangladesh,BGD,2/10/2021,337769,337769,,158451,45549,0.21,0.21,,277,Oxford/AstraZeneca
Belgium,BEL,2/10/2021,501645,355206,146439,20696,17239,4.33,3.06,1.26,1487,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bolivia,BOL,2/10/2021,,,,,826,,,,71,Sputnik V
Brazil,BRA,2/10/2021,4120332,4069677,50655,300125,228375,1.94,1.91,0.02,1074,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,2/10/2021,66163,47551,18612,3735,2291,0.95,0.68,0.27,330,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Cambodia,KHM,2/10/2021,1492,1492,,1492,1492,0.01,0.01,,89,Sinopharm/Beijing
Canada,CAN,2/10/2021,1153987,,,34693,22105,3.06,,,586,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,2/10/2021,14086,8912,5174,477,479,21.43,13.56,7.87,7288,Pfizer/BioNTech
Chile,CHL,2/10/2021,1393729,1341879,51850,275772,163417,7.29,7.02,0.27,8549,"Pfizer/BioNTech, Sinovac"
Croatia,HRV,2/10/2021,,,,,2794,,,,681,Pfizer/BioNTech
Cyprus,CYP,2/10/2021,,,,,3032,,,,3462,Pfizer/BioNTech
Czechia,CZE,2/10/2021,404706,273639,131067,17876,12622,3.78,2.56,1.22,1179,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,2/10/2021,363359,206666,156693,7171,9393,6.27,3.57,2.71,1622,"Moderna, Pfizer/BioNTech"
England,,2/10/2021,11901827,11422507,479320,342947,341974,21.14,20.29,0.85,6076,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,2/10/2021,58261,39147,19114,,2180,4.39,2.95,1.44,1643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Faeroe Islands,FRO,2/10/2021,5355,4134,1221,,135,10.96,8.46,2.5,2763,Pfizer/BioNTech
Finland,FIN,2/10/2021,233775,178005,55770,6348,8629,4.22,3.21,1.01,1557,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,2/10/2021,2502935,2060675,442260,146073,96708,3.69,3.04,0.65,1426,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,2/10/2021,3683069,2491971,1191098,138193,112719,4.4,2.97,1.42,1345,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,2/10/2021,21999,15262,6737,978,832,65.3,45.3,20,24695,Pfizer/BioNTech
Greece,GRC,2/10/2021,459535,353412,106123,21663,17345,4.41,3.39,1.02,1664,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,2/10/2021,411992,294624,117368,5795,11123,4.26,3.05,1.21,1151,Pfizer/BioNTech
Iceland,ISL,2/10/2021,,,,,241,,,,706,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,2/10/2021,7017114,,,405553,366795,0.51,,,266,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,2/10/2021,1248797,969546,279251,181937,75879,0.46,0.35,0.1,277,Sinovac
Ireland,IRL,2/10/2021,256681,166863,89818,8397,5472,5.2,3.38,1.82,1108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Isle of Man,IMN,2/10/2021,12441,9485,2956,415,411,14.63,11.15,3.48,4833,"Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,2/10/2021,6015992,3687741,2328251,138856,106260,69.5,42.61,26.9,12277,"Moderna, Pfizer/BioNTech"
Italy,ITA,2/10/2021,2782496,1536407,1246089,68716,74171,4.6,2.54,2.06,1227,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2/10/2021,33452,18623,14829,607,723,1.77,0.99,0.79,383,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Liechtenstein,LIE,2/10/2021,1018,,,,26,2.67,,,682,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,2/10/2021,136575,84509,52066,6010,4166,5.02,3.1,1.91,1530,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,2/10/2021,19923,15052,4871,1270,645,3.18,2.4,0.78,1030,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Maldives,MDV,2/10/2021,20161,,,3910,2655,3.73,,,4912,Oxford/AstraZeneca
Malta,MLT,2/10/2021,44598,31670,12928,1261,1852,10.1,7.17,2.93,4194,Pfizer/BioNTech
Mexico,MEX,2/10/2021,724707,640115,84592,360,5444,0.56,0.5,0.07,42,Pfizer/BioNTech
Morocco,MAR,2/10/2021,746116,,,130935,62531,2.02,,,1694,"Oxford/AstraZeneca, Sinopharm/Beijing"
Netherlands,NLD,2/10/2021,460252,,,25835,22364,2.69,,,1305,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,2/10/2021,381894,353757,28137,20464,13231,20.17,18.68,1.49,6987,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,2/10/2021,261776,203250,58526,30219,12977,4.83,3.75,1.08,2394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,2/10/2021,49481,37209,12272,6188,1601,0.97,0.73,0.24,314,"Oxford/AstraZeneca, Pfizer/BioNTech"
Pakistan,PAK,2/10/2021,27228,27228,,,3404,0.01,0.01,,15,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Panama,PAN,2/10/2021,12441,,,0,11,0.29,,,3,Pfizer/BioNTech
Peru,PER,2/10/2021,9779,9779,,9779,9779,0.03,0.03,,297,Sinopharm/Beijing
Poland,POL,2/10/2021,,,,,60307,,,,1593,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,2/10/2021,400190,294135,106055,3819,7035,3.92,2.88,1.04,690,"Moderna, Pfizer/BioNTech"
Romania,ROU,2/10/2021,970967,671448,299519,40812,28395,5.05,3.49,1.56,1476,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,2/10/2021,3900000,2200000,1700000,,103571,2.67,1.51,1.16,710,Sputnik V
Saudi Arabia,SAU,2/10/2021,,,,,382,,,,11,Pfizer/BioNTech
Scotland,,2/10/2021,1061942,1048747,13195,63507,51223,19.44,19.2,0.24,9376,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,2/10/2021,640299,592634,47665,,18092,9.41,8.71,0.7,2659,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,2/10/2021,48061,37726,10335,3638,1567,48.87,38.36,10.51,15935,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,2/10/2021,256000,250000,6000,,9375,4.38,4.27,0.1,1602,Pfizer/BioNTech
Slovakia,SVK,2/10/2021,256048,206966,49082,12931,10210,4.69,3.79,0.9,1870,Pfizer/BioNTech
Slovenia,SVN,2/10/2021,102230,57780,44450,3151,2457,4.92,2.78,2.14,1182,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,2/10/2021,2320507,1377229,943278,87258,65024,4.96,2.95,2.02,1391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sri Lanka,LKA,2/10/2021,176725,,,2532,5259,0.83,,,246,Oxford/AstraZeneca
Sweden,SWE,2/10/2021,402571,316765,85806,17846,10296,3.99,3.14,0.85,1019,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,2/10/2021,481405,,,,16165,5.56,,,1868,"Moderna, Pfizer/BioNTech"
Turkey,TUR,2/10/2021,2795116,,,62407,64548,3.31,,,765,Sinovac
United Arab Emirates,ARE,2/10/2021,4684658,,,157514,160020,47.37,,,16179,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,2/10/2021,14033555,13509108,524447,455704,434444,20.67,19.9,0.77,6400,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,2/10/2021,44769970,33783384,10469514,1563780,1555959,13.39,10.1,3.13,4652,"Moderna, Pfizer/BioNTech"
Wales,,2/10/2021,687892,684097,3795,28786,28015,21.82,21.7,0.12,8886,"Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,AIA,2/11/2021,,,,,149,,,,9932,Oxford/AstraZeneca
Argentina,ARG,2/11/2021,572928,362649,210279,37625,18416,1.27,0.8,0.47,407,Sputnik V
Austria,AUT,2/11/2021,343069,224467,106450,13188,11570,3.81,2.49,1.18,1285,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bahrain,BHR,2/11/2021,224919,224919,,5324,6812,13.22,13.22,,4003,"Pfizer/BioNTech, Sinopharm/Beijing"
Bangladesh,BGD,2/11/2021,,,,,64108,,,,389,Oxford/AstraZeneca
Belgium,BEL,2/11/2021,526876,361244,165632,25231,16475,4.55,3.12,1.43,1422,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bolivia,BOL,2/11/2021,10167,,,,826,0.09,,,71,Sputnik V
Brazil,BRA,2/11/2021,4406835,4326075,80760,286503,190540,2.07,2.04,0.04,896,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,2/11/2021,71123,51435,19688,4960,2443,1.02,0.74,0.28,352,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,2/11/2021,1186400,,,32413,24474,3.14,,,648,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,2/11/2021,,,,,544,,,,8278,Pfizer/BioNTech
Chile,CHL,2/11/2021,1642989,1588703,54286,249260,174015,8.59,8.31,0.28,9103,"Pfizer/BioNTech, Sinovac"
